pa_ms,pa_anvisa_sim,dist_lev,tipo
TURBO,TIRAM,3.0,princípio ativo
BEBIDA ALCOOL,AMIDA,3.0,grupo químico
ATB,IPBC,3.0,princípio ativo
CRONAZONE,CLOMAZONA,3.0,princípio ativo
MALEATO DE FLUVOXAMINO,ACEFATO,3.0,princípio ativo
CLORETO DE ALQUIL DIRETIL BENZIL,FOSETIL,3.0,princípio ativo
DACONIL 1400ML,DECANOL,3.0,princípio ativo
ALIFATICO HIDROGENADO,ALIFATICO HALOGENADO,3.0,grupo químico
DRAZINAN,ATRAZINA,3.0,princípio ativo
THIANETHOXAM,TIAMETOXAM,3.0,princípio ativo
NITROGENIO+FOSFORO,FOSFINA,3.0,princípio ativo
"CARBOFURANO ZINCO,OUTROS INGREDIENTES",CARBOSULFANO,3.0,princípio ativo
FORDAN,BORAX,3.0,princípio ativo
NORTOX SA,BORAX,3.0,princípio ativo
RATICIDA  -  NAO ESPECIFICADO,ANILIDA,3.0,grupo químico
COMARINHO,CUMARINICO,3.0,grupo químico
ALDICARB,ALANICARBE,3.0,princípio ativo
PESTICIDA ESTRON,ESBIOL,3.0,princípio ativo
AMINOL 806,ETANOL,3.0,princípio ativo
GAMMA CYHALOTRIN,MSMA,3.0,princípio ativo
JOINT OIL,DODINA,3.0,princípio ativo
GLILINA C3 - H8 - NOSP,ANILIDA,3.0,grupo químico
MELATHION,MALATIONA,3.0,princípio ativo
METONEX,METOMIL,3.0,princípio ativo
METILICARBAMATO,DIMETILCARBAMATO,3.0,grupo químico
SEMENTE DE MAMONA,MSMA,3.0,princípio ativo
PREMIO N.A.,UREIA,3.0,grupo químico
LEVATO,ACEFATO,3.0,princípio ativo
2  4 D,"2,4 - D",3.0,princípio ativo
GLYFORATE,GLIFOSATO,3.0,princípio ativo
DROGA SINTETIZADA,UREIA,3.0,grupo químico
ALAI,ASULAM,3.0,princípio ativo
"TIMBO,NIM,PIRETRO",TIRAM,3.0,princípio ativo
ALDCARBE,ALANICARBE,3.0,princípio ativo
CARRAPATICIDA BUTOX,BORAX,3.0,princípio ativo
AURORA,UREIA,3.0,grupo químico
POLIOXIETILENO ALQUIL FENOL ETER,DECANOL,3.0,princípio ativo
SODIUM HYDROGEN METHYLARSANATE,DODINA,3.0,princípio ativo
TERDEM XT,TIRAM,3.0,princípio ativo
TARGA 50 EC,TIRAM,3.0,princípio ativo
BENZULUREIRA CLASSE III,BENZOILUREIA,3.0,grupo químico
FLUAZITOP,FLUAZINAM,3.0,princípio ativo
CARBONO,CARBOXINA,3.0,princípio ativo
VENENO USO RURAL,TIRAM,3.0,princípio ativo
TEBRICONOZALE TRIAZAIS,TRIAZOFOS,3.0,princípio ativo
GLEFONADO,GLIFOSATO,3.0,princípio ativo
GLIFOESCITO,GLIFOSATO,3.0,princípio ativo
"DICLOFINIL 2,4 ,PROPIL 4,DIOFINASOL",FIPRONIL,3.0,princípio ativo
ALDICARE,ALANICARBE,3.0,princípio ativo
PRENO,UREIA,3.0,grupo químico
SUBSTANCIA QUIMICA,QUINONA,3.0,grupo químico
"N-FOSFONOMETIL,GLICINA",AVIGLICINA,3.0,princípio ativo
CARBOFURANO- CONCENTRACAO DE I.A. 350 G/ L,CARBOSULFANO,3.0,princípio ativo
METHYL STANDAK TOP,METAM,3.0,princípio ativo
SOLVENTE,FOLPETE,3.0,princípio ativo
HERBICIDA 2.4 D,CARBIMIDA,3.0,grupo químico
VENENO DE CAPIM,FOXIM,3.0,princípio ativo
CARBOFURAN - CARBOFURANO,CARBOSULFANO,3.0,princípio ativo
ESESPINOSINA,ESPINOSINAS,3.0,grupo químico
TRUENO,ETILENO,3.0,grupo químico
SEMENTE DE GIRASSOL COM CHUMBINHO,GERANIOL,3.0,princípio ativo
CAZULIM,ASULAM,3.0,princípio ativo
N-FOSFONOMETIL- GLICINA,AVIGLICINA,3.0,princípio ativo
BIFANTHRIN,BIFENTRINA,3.0,princípio ativo
"SAL DE DIMETILAMINA DE (2,4 - DICHIOROPHENOXY) ACETIC ACID",DIMETENAMIDA,3.0,princípio ativo
TROP,TIRAM,3.0,princípio ativo
ACERT,ACEFATO,3.0,princípio ativo
THIOPHANATE METHYL,METAM,3.0,princípio ativo
24D NORTOX,BORAX,3.0,princípio ativo
MONOFLUORACETATO DE SODIO,DODINA,3.0,princípio ativo
GAMIT 360 CS,AMIDA,3.0,grupo químico
IODO SULFUROM-METILICO,ETILENO,3.0,grupo químico
TRAMAL,TIRAM,3.0,princípio ativo
ROUNDUP AMINOL,ETANOL,3.0,princípio ativo
ALDICARB ISO,ALANICARBE,3.0,princípio ativo
GLICINA SUBSTITUIDA CLASSE III,AVIGLICINA,3.0,princípio ativo
GLICINA SUBISTITUIDA CLASSE II,AVIGLICINA,3.0,princípio ativo
AMISTAR,AMITRAZ,3.0,princípio ativo
LOGIN,DODINA,3.0,princípio ativo
ICON - LAMBDACIALOTRINA,LAMBDA - CIALOTRINA,3.0,princípio ativo
COMPRA CANDESTINA,CINETINA,3.0,princípio ativo
FOLIAR,FOXIM,3.0,princípio ativo
CIPERTRIN,CIPERMETRINA,3.0,princípio ativo
MUDAS,METAM,3.0,princípio ativo
HEXAZINOVIC,HEXAZINONA,3.0,princípio ativo
VENENO DE BARATA,BORAX,3.0,princípio ativo
OXIDO DE CALCIO,FOXIM,3.0,princípio ativo
GILFOSATE,GLIFOSATO,3.0,princípio ativo
DICLOFENACO SODIO,DODINA,3.0,princípio ativo
SUMITION,SUMITRINA,3.0,princípio ativo
MN11/OPEMA/FERLI-AUT/FORTI;TB,MSMA,3.0,princípio ativo
RIZAMINA,SIMAZINA,3.0,princípio ativo
FURAN,TIRAM,3.0,princípio ativo
DIMETIL 3,FOSETIL,3.0,princípio ativo
TAMARON-NAO CERTEZA,CETONA,3.0,grupo químico
CORPROMAZINA,CIROMAZINA,3.0,princípio ativo
INIBIDOR DA ACETIL COLIDESTERASE,FOSETIL,3.0,princípio ativo
ESPALHANTE - AGRAU,TIRAM,3.0,princípio ativo
INSETICIDA MOKITA,DODINA,3.0,princípio ativo
NITRATO DE AMONIA,AMIDA,3.0,grupo químico
CALCARIO,CARBARIL,3.0,princípio ativo
TAMETOSCAM,TIAMETOXAM,3.0,princípio ativo
QURORA 400 EC,UREIA,3.0,grupo químico
ANTRAX,AMITRAZ,3.0,princípio ativo
CREOLINA,CARBOXINA,3.0,princípio ativo
INIBDOR DA ACETIL COLINESTRASE,FOSETIL,3.0,princípio ativo
AKITO,AMIDA,3.0,grupo químico
SETE FRASCOS DIABO VERDE,DIUROM,3.0,princípio ativo
PLEINO S,ALDEIDO,3.0,grupo químico
LOMBDA CIALOTINA,CIFLUTRINA,3.0,princípio ativo
"BITREX 0,0060",BORAX,3.0,princípio ativo
GLIFOSFOSATO,GLIFOSATO,3.0,princípio ativo
SULFOSATO,GLIFOSATO,3.0,princípio ativo
CARBONO-FOSFORO,CARBOXINA,3.0,princípio ativo
EXTRATO NATURAL DE MICRO NUTRIENTES,DIUROM,3.0,princípio ativo
POLIOXIEFILENO ALQUIL FENOL ETER,DECANOL,3.0,princípio ativo
ADUBO FOLIAR,FOXIM,3.0,princípio ativo
ABOMECTIM,ABAMECTINA,3.0,princípio ativo
GLICINA SUBSTITUIDA CLASSE II,AVIGLICINA,3.0,princípio ativo
2.4 D,"2,4 - D",3.0,princípio ativo
ARCEMIATO COBRE CROMATADO,ACEFATO,3.0,princípio ativo
BUTOXIDO DE PIPEROLINA,PIMETROZINA,3.0,princípio ativo
PRISMA,MSMA,3.0,princípio ativo
MF RURAL,TIRAM,3.0,princípio ativo
MATA CAPIM FOLHA LARGA,FOXIM,3.0,princípio ativo
FOLHA DE TABACO,FOXIM,3.0,princípio ativo
ORGANOFOZ FOSFORO,FOSFINA,3.0,princípio ativo
HANDA-UP,AMIDA,3.0,grupo químico
ISOPROPILANMONN N-PHOSPHONOMETIL GLY CINIATE,DIQUATE,3.0,princípio ativo
DILAN,TIRAM,3.0,princípio ativo
RATICIDA,ANILIDA,3.0,grupo químico
MANOCOZEP,MANCOZEBE,3.0,princípio ativo
TIAMEXAN,TIAMETOXAM,3.0,princípio ativo
2-4 DICHIOROPHENOXY ACETIC ACID (2-4 B),ACETATO,3.0,grupo químico
AMOXAMIL 300G/KG,CIMOXANIL,3.0,princípio ativo
SAMITE,AMIDA,3.0,grupo químico
GOMITE,FOSMETE,3.0,princípio ativo
GAS TOXICO,FOXIM,3.0,princípio ativo
SULFANAMIDA,SULFLURAMIDA,3.0,princípio ativo
CARBOFURANO CONCENTRACAO DE I. A. 350 G/L,CARBOSULFANO,3.0,princípio ativo
PENTACLOROFENATO DE SODIO,DODINA,3.0,princípio ativo
SAL DE ISOPROPILAMINA GLICINA C3H8NOSP,AVIGLICINA,3.0,princípio ativo
CARBONETO,CARBAMATO,3.0,grupo químico
DELAN,DECANOL,3.0,princípio ativo
HANDAPE,CARTAPE,3.0,princípio ativo
SECANTE,DECANOL,3.0,princípio ativo
CRESOL FENOL,DECANOL,3.0,princípio ativo
GLICINA C3 H8 N05 P,AVIGLICINA,3.0,princípio ativo
MATA FOLHA LARGA,FOXIM,3.0,princípio ativo
AGROTOXICO HERBICIDA,CARBIMIDA,3.0,grupo químico
BIPIRIDINA DICLORETO,DICLORANA,3.0,princípio ativo
SUPERA,UREIA,3.0,grupo químico
6-CHLORO-N#-ETHYLL-N,ETANOL,3.0,princípio ativo
INSETICIDA BIRIDILICO,BIPIRIDILIO,3.0,grupo químico
GALIL SC ADAMA,MSMA,3.0,princípio ativo
JIMO CUPIM,FOXIM,3.0,princípio ativo
NITRATO DE AMONIA,AMIDA,3.0,grupo químico
HERBICIDA MATA MATO,CARBIMIDA,3.0,grupo químico
PICOXYSTRO BIN,PICOXISTROBINA,3.0,princípio ativo
"DIMETIL,BIPIRIDILIO DICLORETO,ION",FOSETIL,3.0,princípio ativo
IPROKE,ETIPROLE,3.0,princípio ativo
CURYOM,DIUROM,3.0,princípio ativo
BILHATE,DIQUATE,3.0,princípio ativo
CARBOFURANO 35%,CARBOSULFANO,3.0,princípio ativo
GLICOFASATO,GLIFOSATO,3.0,princípio ativo
ALFA CIANO 3 FEMOXIBEMVIL,ETANOL,3.0,princípio ativo
BETA-CYFLUTHRIN,CIFLUTRINA,3.0,princípio ativo
NN11/SUPERA,UREIA,3.0,grupo químico
BENZAMIDAZOLIS,BENZIMIDAZOL,3.0,grupo químico
METHOMEX 215 SL,METOMIL,3.0,princípio ativo
GLICOFASTO,GLIFOSATO,3.0,princípio ativo
VALPROATO DE SODIO 250MG/5 ML,DODINA,3.0,princípio ativo
HERBICIDA LARANJA,CARBIMIDA,3.0,grupo químico
VOLCANE/ HERBICIDA,CARBIMIDA,3.0,grupo químico
ZAP,MCPA,3.0,princípio ativo
"U - 46 D FLUID 2,4D",FOXIM,3.0,princípio ativo
VENENO DE CUPIM,FOXIM,3.0,princípio ativo
PREMIO,UREIA,3.0,grupo químico
OLEATO DE METILO E PALMITATO DE METILO,ACEFATO,3.0,princípio ativo
ORGANOSFASFORADOS,ORGANOFOSFORADO,3.0,grupo químico
PIQUE 240,DIQUATE,3.0,princípio ativo
CONTROLE DE ERVAS DANINHAS,TANINOS,3.0,princípio ativo
THIAMETHXAME,TIAMETOXAM,3.0,princípio ativo
FOSFOMETIL,FOSETIL,3.0,princípio ativo
TRIFLUORO,TRIFLUMUROM,3.0,princípio ativo
NAFTALINA 1/8 (1 UNIDADE),FTALIDA,3.0,princípio ativo
CIOPIREFOS,CLORPIRIFOS,3.0,princípio ativo
SAL DIMETILAMINA,DIMETENAMIDA,3.0,princípio ativo
PRICORAN,PICLORAM,3.0,princípio ativo
PREIME PLUS,UREIA,3.0,grupo químico
"TIMBO,NIM ,PIRETRO",TIRAM,3.0,princípio ativo
METAREX,METAM,3.0,princípio ativo
CARMONATO,CARBAMATO,3.0,grupo químico
PLICORAN,PICLORAM,3.0,princípio ativo
ACEPHATE + SILICATO DE ALUMINIO,ACEFATO,3.0,princípio ativo
RIDOMIL PM,METOMIL,3.0,princípio ativo
MATA ERVA DANINHA,DODINA,3.0,princípio ativo
AMINOL 806,ETANOL,3.0,princípio ativo
AZOMETIIFAS,AZAMETIFOS,3.0,princípio ativo
ENGEO PLENO DA SYNGENTA,ETILENO,3.0,grupo químico
"2,4D","2,4 - D",3.0,princípio ativo
ORGANOCLORADO,ORGANOBROMADO,3.0,grupo químico
ETHREL,ETANOL,3.0,princípio ativo
PADROM,DIUROM,3.0,princípio ativo
COBRA,BORAX,3.0,princípio ativo
MERTIN 400,FENTINA,3.0,princípio ativo
ACTARA PLUS,CAPTANA,3.0,princípio ativo
SI,MSMA,3.0,princípio ativo
ORGANOSFOSADO,ORGANOFOSFORADO,3.0,grupo químico
HB,IPBC,3.0,princípio ativo
CARBOFURANO /ZINCO,CARBOSULFANO,3.0,princípio ativo
HAMIDOP,AMIDA,3.0,grupo químico
TIOFANATO METALICO,TIOFANATO - METILICO,3.0,princípio ativo
IMPACT MIX 1255 C,IPBC,3.0,princípio ativo
FERTILIZANTE FOLIAR,FOXIM,3.0,princípio ativo
ADAMA,MSMA,3.0,princípio ativo
MATA MATO 1COPO,MCPA,3.0,princípio ativo
RAYD SPRAY,TIRAM,3.0,princípio ativo
FURACIN,URACILA,3.0,grupo químico
DITANE,DIQUATE,3.0,princípio ativo
NICOSULFORON,NICOSSULFUROM,3.0,princípio ativo
CIPREMETINA,CIPERMETRINA,3.0,princípio ativo
TORDO,TIRAM,3.0,princípio ativo
ALDICARB CHHUMBINHHO,ALANICARBE,3.0,princípio ativo
2.4 D,"2,4 - D",3.0,princípio ativo
KATATE,CARTAPE,3.0,princípio ativo
CYPTRN 250 EC,CAPTANA,3.0,princípio ativo
CREO,UREIA,3.0,grupo químico
GASTOXINA PILULA  DE FEIJAO,CARBOXINA,3.0,princípio ativo
CARBORAN FERSOL 350 SC,CARBOXINA,3.0,princípio ativo
BOLFO,BORAX,3.0,princípio ativo
KARATE 50 CE,CARTAPE,3.0,princípio ativo
CALTRIN,ALETRINA,3.0,princípio ativo
TRICLON,TRICLOPIR,3.0,princípio ativo
GOAL,BORAX,3.0,princípio ativo
ASTRA,AMITRAZ,3.0,princípio ativo
FICAN,TIRAM,3.0,princípio ativo
CL,MCPA,3.0,princípio ativo
ALDICARDE,ALANICARBE,3.0,princípio ativo
TAMERON,TEMEFOS,3.0,princípio ativo
TAMARAM,TIRAM,3.0,princípio ativo
HIPOCLORITO SODIO,DODINA,3.0,princípio ativo
ACTARA 250 WG,CAPTANA,3.0,princípio ativo
TILT,TIRAM,3.0,princípio ativo
GEOPLENO,METOPRENO,3.0,princípio ativo
RANDUP HERBICIDA,CARBIMIDA,3.0,grupo químico
"ALFA-CIANO -3-FENPXIBENZIL-2,2-DIMETIL-3-(2,2DICLOVINIL)CICL",FOSETIL,3.0,princípio ativo
QUEROSENE HIDRO CARBONETOS,DIUROM,3.0,princípio ativo
LAMLUDA CYALOTRIN,AMIDA,3.0,grupo químico
CARBURETO DE CALCIO,CARBAMATO,3.0,grupo químico
BARAGE,CARTAPE,3.0,princípio ativo
ALDICARB,ALANICARBE,3.0,princípio ativo
METILSUFURON-METILICO,ETILENO,3.0,grupo químico
LARRATE,CARTAPE,3.0,princípio ativo
BRATENE ESCORE PIRATE,DIQUATE,3.0,princípio ativo
DIFLUCHEN 240 SC (HCLM),MCPA,3.0,princípio ativo
SERVICONIL,SERRICORNIM,3.0,princípio ativo
QUIZALOPE-P-METILICO,ETILENO,3.0,grupo químico
KARATE MATA,CARTAPE,3.0,princípio ativo
RATOL,ETANOL,3.0,princípio ativo
ALDRIN,ALETRINA,3.0,princípio ativo
ENDOSULFAN NORTOX,BORAX,3.0,princípio ativo
"PROPYL 3,PROPYLCARBAMATE HYDROCHLORIDE",PROPANIL,3.0,princípio ativo
ALDICARB (TEMIK)<<,ALANICARBE,3.0,princípio ativo
2.4 D NORTOX,BORAX,3.0,princípio ativo
THIAMETHOXAN,TIAMETOXAM,3.0,princípio ativo
"DIMETIL,BIPIRIDINA-DICLORETO",DICLORANA,3.0,princípio ativo
RIDOMIL,METOMIL,3.0,princípio ativo
RIDOMIL GOLD,METOMIL,3.0,princípio ativo
TROP,TIRAM,3.0,princípio ativo
BOTOXIDO DE PIPEROMIL,FIPRONIL,3.0,princípio ativo
CROP OIL,PROPANIL,3.0,princípio ativo
TROP - HERBICIDA MILONIA,TIRAM,3.0,princípio ativo
SHAK,MSMA,3.0,princípio ativo
ALDRIN ENDRIUN DIELDRIN,ALETRINA,3.0,princípio ativo
CATETE PARA LAGATO,CARTAPE,3.0,princípio ativo
ANDAP,AMIDA,3.0,grupo químico
"2,4-D- DIMETILAMINA 480G/L",DIMETENAMIDA,3.0,princípio ativo
RIZAMINA,SIMAZINA,3.0,princípio ativo
TUJONA,CETONA,3.0,grupo químico
KARATE ZEON 50 CS,CARTAPE,3.0,princípio ativo
KARATE,CARTAPE,3.0,princípio ativo
ALFACIPERMETRINA,ALFA - CIPERMETRINA,3.0,princípio ativo
TRINA,ATRAZINA,3.0,princípio ativo
HIPOCLOTRITO DE SODIO,DODINA,3.0,princípio ativo
PROFOL,PIRAZOL,3.0,grupo químico
"1,1'-DIMETIL-4,4'-BIPIRIDINA-DICLORETO",DICLORANA,3.0,princípio ativo
BUNEMA,UREIA,3.0,grupo químico
AMINORAN,AMITRAZ,3.0,princípio ativo
ROVAL,BORAX,3.0,princípio ativo
FRICONIL,FIPRONIL,3.0,princípio ativo
RAPID,AMIDA,3.0,grupo químico
MADERAT (RATICIDA),ANILIDA,3.0,grupo químico
PARATHION METHYL,METAM,3.0,princípio ativo
MIREX,TIRAM,3.0,princípio ativo
METALAXGEL E MACOZELO,MANCOZEBE,3.0,princípio ativo
ATIVO 100 FERRUGEM,AMIDA,3.0,grupo químico
LUFONURAN 50G/L,LUFENUROM,3.0,princípio ativo
PRODUTO COMERCIALIZADO NO PARAGUAI,PARAQUATE,3.0,princípio ativo
SECANTE ROUND UP,DECANOL,3.0,princípio ativo
BIPIRIDITOS,BIPIRIDILIO,3.0,grupo químico
COMET,FOSMETE,3.0,princípio ativo
ALDRIN ELDRIN DIELDRIN,ALETRINA,3.0,princípio ativo
RIVAL,TIRAM,3.0,princípio ativo
NIBIDOR DA ACETILCO,ACETATO,3.0,grupo químico
BEBIDA ALCOOLICA NE,AMIDA,3.0,grupo químico
HERBICIDA HA,CARBIMIDA,3.0,grupo químico
MALATHIAN,MALATIONA,3.0,princípio ativo
ALDICAMB,DICAMBA,3.0,princípio ativo
"2,4 NORTOX",BORAX,3.0,princípio ativo
PERFURO CORTANTE,CARTAPE,3.0,princípio ativo
HERBICIDA UTILIZADO EM DESSECACAO DE CULTURAS,CARBIMIDA,3.0,grupo químico
PARATION METILICO,MALATIONA,3.0,princípio ativo
PARATHIAN METHYL,METAM,3.0,princípio ativo
DITHANENT,DITIANONA,3.0,princípio ativo
TODON,DODINA,3.0,princípio ativo
TARDOL,ETANOL,3.0,princípio ativo
MUTICASE FOLHA B,FOXIM,3.0,princípio ativo
AKB HERBICIDA GLICOFOSSATO 480,GLIFOSATO,3.0,princípio ativo
FURAZIN 310 FS,ATRAZINA,3.0,princípio ativo
SULFONAMIDA,SULFLURAMIDA,3.0,princípio ativo
"TRIFLUOROMETIL,PROPIONATO",PROPICONAZOL,3.0,princípio ativo
NONIL FENOXI POLIETANOL,FENOTIOL,3.0,princípio ativo
PERIMFOS-METILICO,TERBUFOS,3.0,princípio ativo
DIMETILAMINA,DIMETENAMIDA,3.0,princípio ativo
TEM%,MSMA,3.0,princípio ativo
ERHYLPERFLUORO OCTONE,CETONA,3.0,grupo químico
MATHIL,METOMIL,3.0,princípio ativo
COCAINA,DODINA,3.0,princípio ativo
CARBOFURANO 350 G/L,CARBOSULFANO,3.0,princípio ativo
CARBORAN,CARBOXINA,3.0,princípio ativo
RIVAL,TIRAM,3.0,princípio ativo
RATOL,ETANOL,3.0,princípio ativo
NICOTINA,CINETINA,3.0,princípio ativo
"2,4D - DIMETILAMINA",DIMETENAMIDA,3.0,princípio ativo
GEO PLENO,ETILENO,3.0,grupo químico
MOFOTIL,FOSETIL,3.0,princípio ativo
ESPERIMETRINA,CIPERMETRINA,3.0,princípio ativo
PARADIONA METILICA,IPRODIONA,3.0,princípio ativo
CLOJARRIFOS,CLORPIRIFOS,3.0,princípio ativo
CLORFENVIN,CLORFENAPIR,3.0,princípio ativo
FLUXOPIR MHE,FLUFENPIR,3.0,princípio ativo
DACONIL,DECANOL,3.0,princípio ativo
CURYOM 550 CE,DIUROM,3.0,princípio ativo
SELECT MATA FOLHA ESTREITA E MISTURADO COM OLEO,FOXIM,3.0,princípio ativo
MOSCARINA,BOSCALIDA,3.0,princípio ativo
JARDINAGEM AMADORA,AMIDA,3.0,grupo químico
COPOLIMERO DE POLIETER E SILICONE,FOLPETE,3.0,princípio ativo
SULFADIAZIDA DE PRATA,UREIA,3.0,grupo químico
PRISMA,MSMA,3.0,princípio ativo
DITHANE NT,DIQUATE,3.0,princípio ativo
AMINOACIDO GLICINA,AVIGLICINA,3.0,princípio ativo
METILCORBAMATO,DIMETILCARBAMATO,3.0,grupo químico
"ALCOOLFENOIS,OXIDO DE ETENO,SULFONATOS ORGANICOS",INORGANICO,3.0,grupo químico
"2,6 AICHLORO A,A,A",ALACLORO,3.0,princípio ativo
AKB,IPBC,3.0,princípio ativo
TORDON HERBICIDA,CARBIMIDA,3.0,grupo químico
HERBICIDA MATA MATO,CARBIMIDA,3.0,grupo químico
LOMBDA,AMIDA,3.0,grupo químico
SAL DE AMONIO GLIFOSATE+ACIDO D N-(FOSFONOMETIL) GLICINA,AVIGLICINA,3.0,princípio ativo
FOLHEAR,FOLPETE,3.0,princípio ativo
TROP-HERBICIDA,CARBIMIDA,3.0,grupo químico
CLASSE I - EXTREMAMENTE TOXICO,FOXIM,3.0,princípio ativo
ISOPROPOLAMINA DE N-GLICINA,AVIGLICINA,3.0,princípio ativo
VENENO PARA GRAMA,MSMA,3.0,princípio ativo
LOMDDA,AMIDA,3.0,grupo químico
DIPIRONA,DITIANONA,3.0,princípio ativo
HERBICIDA SISTEMICO,CARBIMIDA,3.0,grupo químico
NUQUAT,DIQUATE,3.0,princípio ativo
BENDAZOL E BIOMINIO,BENTAZONA,3.0,princípio ativo
FOSFORO +NITROGENIO,FOSFINA,3.0,princípio ativo
DICHLOPHENOXY ACETIC ACID,ACETATO,3.0,grupo químico
ROUNDUP - 2 COPOC,IPBC,3.0,princípio ativo
GLUSOFATO 48,GLIFOSATO,3.0,princípio ativo
ALCICARB,ALANICARBE,3.0,princípio ativo
FERTILIZANTE MINERAL FOLEAR MESTO,FOLPETE,3.0,princípio ativo
QUIZALOFOP-P-ETHYL,ETANOL,3.0,princípio ativo
ICON - 5CE,MCPA,3.0,princípio ativo
RAMDAP (ROUNDUP),AMIDA,3.0,grupo químico
CARBONARA FOSFORO ESTERES FOSFITOS,CARBOXINA,3.0,princípio ativo
HERBICIDA SELETIVO,CARBIMIDA,3.0,grupo químico
DERIVADO DA GLICINA,AVIGLICINA,3.0,princípio ativo
PERMETHYN,PERMETRINA,3.0,princípio ativo
ETHYL PARATHION,ETANOL,3.0,princípio ativo
HEXAMETILENO TETRAMINA,ATRAZINA,3.0,princípio ativo
TIOFANATOMETILICO,TIOFANATO - METILICO,3.0,princípio ativo
CLORIDRATO DE PIRIDOXINA,PIRIDINONA,3.0,grupo químico
CABRIO TOP,CARBARIL,3.0,princípio ativo
AGITOATO,ACETATO,3.0,grupo químico
MADEMATO,ACEFATO,3.0,princípio ativo
FOSFONOMETIL GLICINA,AVIGLICINA,3.0,princípio ativo
DIAZITOP PM,DIAZINONA,3.0,princípio ativo
CHEIK,UREIA,3.0,grupo químico
COBRE METALICO,METALDEIDO,3.0,princípio ativo
NONIL FENOXI POLI,FENOTIOL,3.0,princípio ativo
RATICIDA NAO DETERMINADO,ANILIDA,3.0,grupo químico
CARBOFURANO 31%,CARBOSULFANO,3.0,princípio ativo
RISOCLOSTROBINA,PIRACLOSTROBINA,3.0,princípio ativo
HERBICIDA GRAMOXONE,CARBIMIDA,3.0,grupo químico
SULFATO FERROSO,ACEFATO,3.0,princípio ativo
OPERA NOMOLTI ENGIL,ESBIOL,3.0,princípio ativo
SOLVENTE ANJO,FOLPETE,3.0,princípio ativo
PINETRESIDE,PIRETROIDE,3.0,grupo químico
ORGANOFOSFARATODO,ORGANOFOSFORADO,3.0,grupo químico
DIMETIL-ACETIL-FOSFORAMIDOTIATO,FOSETIL,3.0,princípio ativo
VENENO PRA DORMIGA,DODINA,3.0,princípio ativo
LEVOMIPROMAZINA - 2 CP,MCPA,3.0,princípio ativo
CRESOIS E FENOIS ( FENOLOICOS COMPOSTO),FENTINA,3.0,princípio ativo
FORTEX SC,BORAX,3.0,princípio ativo
VENENO PARA CUPIM,FOXIM,3.0,princípio ativo
DNA,DODINA,3.0,princípio ativo
PROPLANT,PROPANIL,3.0,princípio ativo
ISOME,MSMA,3.0,princípio ativo
SOL DE ISOPROPILAMINA DE N - FOSFONOMETIL GBINA,DODINA,3.0,princípio ativo
MATA FORMIGA,FOSFINA,3.0,princípio ativo
DIANIZON,DIAZINONA,3.0,princípio ativo
IMIDAGOLD,IMIDAZOL,2.0,grupo químico
CUMARICO,CUMARINICO,2.0,grupo químico
PARA MATAR PLANTAS,METAM,2.0,princípio ativo
MESMO,MSMA,2.0,princípio ativo
VENENO MATAR MATO,METAM,2.0,princípio ativo
CLORPORIFON,CLORPIRIFOS,2.0,princípio ativo
"HIDROXIDO DE SODIO,CLORETO DE SODIO,NITRATO DE SODIO,ALUM",FLUORETO DE SODIO,2.0,princípio ativo
FURALINA,BUTRALINA,2.0,princípio ativo
FOSFORO DE ALUMINIO,FOSFETO DE ALUMINIO,2.0,princípio ativo
MATANIL 02,METANOL,2.0,princípio ativo
DIETHYL  (DIMETHOXYTHIOPHOSPHORYLTHIO)  SUCCINATE  (MALATION,MALATIONA,2.0,princípio ativo
DELTAMETHRIN,DELTAMETRINA,2.0,princípio ativo
LAMBDA CIALATRINA,CIFLUTRINA,2.0,princípio ativo
BARAO,BORAX,2.0,princípio ativo
"-DIMETHYL-4,4-BIPYRIDINIUM (PARAQUATE) ....",PARAQUATE,2.0,princípio ativo
PAROQUAT,PARAQUATE,2.0,princípio ativo
ALDICARBO ORGANO FOSFATO,FOSFONATO,2.0,grupo químico
"AMINO ,DICLORO,FENORO,PIDORAM",PICLORAM,2.0,princípio ativo
CIALATRINA,CIFLUTRINA,2.0,princípio ativo
ORGANO FOSFATO,FOSFONATO,2.0,grupo químico
PIRACLOSLOBINA +,PIRACLOSTROBINA,2.0,princípio ativo
ACETECLOR,ACETOCLORO,2.0,princípio ativo
PIELORA,PICLORAM,2.0,princípio ativo
MAXIM XL,FOXIM,2.0,princípio ativo
GAMIDE,AMIDA,2.0,grupo químico
FERTILIZANTE ORGANICO A BASE DE PESCADO MARINHO,INORGANICO,2.0,grupo químico
TIAMECTOXAN,TIAMETOXAM,2.0,princípio ativo
WMA,MSMA,2.0,princípio ativo
MATA-MATA.,METAM,2.0,princípio ativo
CEPERMETRINA%,CIPERMETRINA,2.0,princípio ativo
MET,METAM,2.0,princípio ativo
"CARAPATICIDA,MOSQUECIDA E INSETICIDA PERITROIDE",PIRETROIDE,2.0,grupo químico
FLUOZENAM,FLUAZINAM,2.0,princípio ativo
GLICINA + FOSFATO,FOSFONATO,2.0,grupo químico
MERTEM 400,METAM,2.0,princípio ativo
FICAM VC,TIRAM,2.0,princípio ativo
IMIDAM 500 PM,AMIDA,2.0,grupo químico
MALATHION 440 EW,MALATIONA,2.0,princípio ativo
"2,4-D SAL DIMETILAMINA","2,4 - D",2.0,princípio ativo
