pa_ms,pa_anvisa_sim,dist_lev,tipo
SECANTE ROUND UP,DECANOL,3.0,princípio ativo
MONZOT SECONIL,DECANOL,3.0,princípio ativo
K-OTRINE,PRIME,3.0,princípio ativo
24-D,"2,4 - D",3.0,princípio ativo
FURATIN 310 FS,FORATO,3.0,princípio ativo
MELATAL,METAM,3.0,princípio ativo
CABRIO TOP,CARBARIL,3.0,princípio ativo
REGLONE(MATA MATO),METAM,3.0,princípio ativo
NASECI,NALEDE,3.0,princípio ativo
FURADAO EM PO,FORATO,3.0,princípio ativo
RODOMIL,METOMIL,3.0,princípio ativo
CITIDIM,CLETODIM,3.0,princípio ativo
ALAI - ACCURE,ASULAM,3.0,princípio ativo
OLEO VEGETAL DINIZ,ZINEB,3.0,princípio ativo
GIOPRENO,METOPRENO,3.0,princípio ativo
HERBICIDA (DO TOMATE),TERBACILA,3.0,princípio ativo
ADUBO PARA CANA DE ACUCAR,ASULAM,3.0,princípio ativo
FOSTAC 100 E BEBIDA ALCOOLICA,FOSETIL,3.0,princípio ativo
SODA,DODINA,3.0,princípio ativo
MANDATE,MANEBE,3.0,princípio ativo
CONFIDA SUPRA,FOSFINA,3.0,princípio ativo
"BRODIOFALCOM 0,005G",BRODIFACUM,3.0,princípio ativo
DIPIRONA,DITIANONA,3.0,princípio ativo
INSETICIDA ORGANO FOSFADO,FOSFINA,3.0,princípio ativo
BOVITRAZ,AMITRAZ,3.0,princípio ativo
MIDOCLOPRIDA,IMIDACLOPRIDO,3.0,princípio ativo
TOR (MATA CAMPO),METAM,3.0,princípio ativo
BANAGEM,BIXAFEM,3.0,princípio ativo
LACKER,MACEX,3.0,princípio ativo
FORTAC,BORAX,3.0,princípio ativo
AGROTOXICO (HERBECIDA),TERBACILA,3.0,princípio ativo
BUTOX,BORAX,3.0,princípio ativo
INLIDACLOPRID,IMIDACLOPRIDO,3.0,princípio ativo
NUFOS 480 CE,MERFOS,3.0,princípio ativo
INTOXICACAO CUTANEA,CAPTANA,3.0,princípio ativo
TODON PO DA CHINA DEISEL,DODINA,3.0,princípio ativo
AGROTOXICO FOLEAR,FOLPETE,3.0,princípio ativo
PAMPA,MSMA,3.0,princípio ativo
HERBICIDA GILFISATO SAL DE ANONIA (GLI-UP),GLIFOSATO,3.0,princípio ativo
GLYFORATE,GLIFOSATO,3.0,princípio ativo
GLICOSSATE,GLIFOSATO,3.0,princípio ativo
CLEFOXYDIM,CLETODIM,3.0,princípio ativo
TESTAR,METAM,3.0,princípio ativo
MATA FOLHA EM QUINTAL,FOXIM,3.0,princípio ativo
CL,MCPA,3.0,princípio ativo
MAKI,MSMA,3.0,princípio ativo
DIMETIL-N-ACETIL-FOSFORAMIDOTIOATO,FOSETIL,3.0,princípio ativo
MELTRIN,AMETRINA,3.0,princípio ativo
CARBONETO,CARBAMATO,3.0,grupo químico
ALTAMENTE TOXICO,FOXIM,3.0,princípio ativo
ANDREQ,ALDRIN,3.0,princípio ativo
ALAMATO,ACEFATO,3.0,princípio ativo
ISTRON,ISOUROM,3.0,princípio ativo
RIMON FAIXA VERMELHA,FTALIDA,3.0,princípio ativo
OLEATO DE METILO E PALMITATO DE METILO,ACEFATO,3.0,princípio ativo
ORGANOFASFARODO,ORGANOFOSFORADO,3.0,grupo químico
"NUFOSATE,AURORO,VERDET,ASSEST",SULFOSATO,3.0,princípio ativo
ENGEA PHENA PLUS,UREIA,3.0,grupo químico
MATCH E. C.,METAM,3.0,princípio ativo
10ML,MSMA,3.0,princípio ativo
ALDERCARB,ALDICARBE,3.0,princípio ativo
RAMDAP,AMIDA,3.0,grupo químico
MATA RATO RATONIL,METOMIL,3.0,princípio ativo
ALTOMIX 104,METOMIL,3.0,princípio ativo
OPERA-ULTRA,UREIA,3.0,grupo químico
ESTRATO PIROLHESO,FORATO,3.0,princípio ativo
FOSTAC 100 - INSETICIDA,FOSETIL,3.0,princípio ativo
50ML,MSMA,3.0,princípio ativo
VITAN,METAM,3.0,princípio ativo
GAMIT 360 S,OXAMIL,3.0,princípio ativo
THOPHANATE METHYL,METAM,3.0,princípio ativo
HEXOZINA,HEXAZINONA,3.0,princípio ativo
ALFA CIANO-FENOXIBENZIL-DIMETILCICLOPROPANO CARBOXILATO,CARBOXINA,3.0,princípio ativo
2.4-D FERSOL,"2,4 - D",3.0,princípio ativo
NAO LEMBRAM,METIRAM,3.0,princípio ativo
ENGEO PLENO S,ETILENO,3.0,grupo químico
MATA FORMIGA,FOSFINA,3.0,princípio ativo
MUSTAG,METAM,3.0,princípio ativo
DIAZITOP,DIAZINONA,3.0,princípio ativo
ILEXAZINONE,HEXAZINONA,3.0,princípio ativo
VENENO DE CAPIM,FOXIM,3.0,princípio ativo
OMITE 300 PM,FOSMETE,3.0,princípio ativo
"VENENO DE LAVOURA,PIODICAR,IMIDACOTHID",TIODICARBE,3.0,princípio ativo
TIBUTIRON,TEBUTIUROM,3.0,princípio ativo
MERTRIN,AMETRINA,3.0,princípio ativo
BROMOSONI,BROMOXINIL,3.0,princípio ativo
ROTONIL,METOMIL,3.0,princípio ativo
FLUCONAZOL,METCONAZOL,3.0,princípio ativo
TORDO (VENENO),TIRAM,3.0,princípio ativo
NORTOX 500 SC,BORAX,3.0,princípio ativo
SULFETO DE ALUMINIO,FOSFETO DE ALUMINIO,3.0,princípio ativo
DIAZERNON,DIAZINONA,3.0,princípio ativo
ZAT,EPTC,3.0,princípio ativo
OMITE,FOSMETE,3.0,princípio ativo
KARITE,PRIME,3.0,princípio ativo
MANNYO,MANEBE,3.0,princípio ativo
TURBO  STORE,TIRAM,3.0,princípio ativo
RODELON,PROMETON,3.0,princípio ativo
FOLHA VERDE DO TABACO,FOXIM,3.0,princípio ativo
KCL ( CLORETO DE POTASSIO),FORATO,3.0,princípio ativo
DIOZINAN,DODINA,3.0,princípio ativo
"AGRIOATO SULFUR,PURBO,ALBAMECTIM,BRIS",ABAMECTINA,3.0,princípio ativo
HERBICINA (ANIMAL) + ROUNDAP,TERBACILA,3.0,princípio ativo
PICTROIDES,PIRETROIDE,3.0,grupo químico
"METALMEX,CERTEIRO,HAURIO",METAM,3.0,princípio ativo
DITAME AMISTAR FOUMIDE,AMITRAZ,3.0,princípio ativo
AURA,ASULAM,3.0,princípio ativo
MATA MATO (DNA),DODINA,3.0,princípio ativo
"HERBICIDA,CIMENTO",TERBACILA,3.0,princípio ativo
FEIJAO/VAGEM,MACEX,3.0,princípio ativo
CHUMBINHO/CARBOMAO ALDICERL,ALDICARBE,3.0,princípio ativo
"DITANE,CIRCOBIN,FOBAN",DIQUATE,3.0,princípio ativo
MATA CUPIM,FOXIM,3.0,princípio ativo
DIMETILAMINA,DIMETENAMIDA,3.0,princípio ativo
AMINORAN,AMITRAZ,3.0,princípio ativo
IOGAR,BORAX,3.0,princípio ativo
NAO SABE O NOME DO VENENO DA FORMIGA,FOSFINA,3.0,princípio ativo
AMINOL 806 (20 LITROS),ETANOL,3.0,princípio ativo
ACINE,PRIME,3.0,princípio ativo
FLUXOPIR,FLUFENPIR,3.0,princípio ativo
LANDAP,LINDANO,3.0,princípio ativo
"1,1DIMETRIL-4,4-BIPIRIDILIO DICLORETO",DICLORANA,3.0,princípio ativo
FOLEAR E COBRE VERDE,FOLPETE,3.0,princípio ativo
LANOTE,MANEBE,3.0,princípio ativo
LONATI,FORATO,3.0,princípio ativo
FAMILIA NAO SOUBE INFORMAR,ANILIDA,3.0,grupo químico
AGUAMAX ADUBO FOLIAR,FOXIM,3.0,princípio ativo
"MARXAN,DANATE",DIQUATE,3.0,princípio ativo
FLOZADO,FORATO,3.0,princípio ativo
"NIQUEL SULFATO,MOLIBIDENIO AC ACETICO,SODIO",DODINA,3.0,princípio ativo
VENENO P PRAGA DE CAFE,PRIME,3.0,princípio ativo
"KARITE,MOSPILAN",PRIME,3.0,princípio ativo
ORGANOFOSFORADO(02 FRASCOS),ORGANOFOSFORADO,3.0,grupo químico
INSETICIDA (CONTATO),FORATO,3.0,princípio ativo
BENZOATE,FENTOATO,3.0,princípio ativo
FORMOL,FORATO,3.0,princípio ativo
BUNEMA 330 CS,UREIA,3.0,grupo químico
DECIS BAYER,MACEX,3.0,princípio ativo
MADEMATO PLUS,ACEFATO,3.0,princípio ativo
"IMPACT 125 S.C. ,PREMIER PLUS",IPBC,3.0,princípio ativo
MATO - MATO,METAM,3.0,princípio ativo
BROMEX,BORAX,3.0,princípio ativo
VENENO PARA BARATA,BORAX,3.0,princípio ativo
CATETE PARA LAGATO,CARTAPE,3.0,princípio ativo
FLUTION,FLURIDONA,3.0,princípio ativo
ARTENE,CARTAPE,3.0,princípio ativo
FOD,FOXIM,3.0,princípio ativo
PINTEOIDE,PIRETROIDE,3.0,grupo químico
RANDAP/SECANTE,DECANOL,3.0,princípio ativo
INSETICIDA/FUNGICIDA/HERBICIDA,TERBACILA,3.0,princípio ativo
HERBICIDA GRAMOXONE,TERBACILA,3.0,princípio ativo
PRODUTO AGRICULA ROMAG,MSMA,3.0,princípio ativo
HALOXIFOPE-R ESTER METILICO,HALOXIFOPE - P,3.0,princípio ativo
NORTOX (HERBICIDA),BORAX,3.0,princípio ativo
FOLHA DO TABACO,FOXIM,3.0,princípio ativo
S-METRYL,METAM,3.0,princípio ativo
PRIMEPLUS BR NIVEL 4,ZINEB,3.0,princípio ativo
LANATE,MANEBE,3.0,princípio ativo
SOPREMETRINA INCETICIDA,PROMETRINA,3.0,princípio ativo
CARBOGLYRANO,CARBOFURANO,3.0,princípio ativo
SECANTE PADRAO,DECANOL,3.0,princípio ativo
DITANE NT,DIQUATE,3.0,princípio ativo
GLICOFORATO,GLIFOSATO,3.0,princípio ativo
PRODUTO QUIMICO,PROMETON,3.0,princípio ativo
LORD,BORAX,3.0,princípio ativo
COLOSSO = CARAPATICIDA+PLENO,ETILENO,3.0,grupo químico
TURVAL,TIRAM,3.0,princípio ativo
BROMAZEPAN 20 COMP E HERBICIDA MATA MATO,TERBACILA,3.0,princípio ativo
SABAO SODICO,DODINA,3.0,princípio ativo
RAEENDEP ORIGINAL + OU - 50ML,MSMA,3.0,princípio ativo
EXTRATO PEOLHESO,FORATO,3.0,princípio ativo
DIMETIL BIPIRIDINA DICLORETO,DICLORANA,3.0,princípio ativo
FERUS,MERFOS,3.0,princípio ativo
PRODUTO DESCONHECIDO,PROMETON,3.0,princípio ativo
CLORPAM,PICLORAM,3.0,princípio ativo
PRODUTOS AGRICOLAS USADO NA LARANJA,PROMETON,3.0,princípio ativo
PRINCIPIO ATIVO: 60% DE OXIDO DE CALCIO E; 30% DE OXIDO DE M,FOXIM,3.0,princípio ativo
CAL VIRGEM,TIRAM,3.0,princípio ativo
FURADOM,FORATO,3.0,princípio ativo
TOPP,MCPA,3.0,princípio ativo
AGROTOXICO PARA PRAGA FUMO,PRIME,3.0,princípio ativo
GEL PLENO,ETILENO,3.0,grupo químico
FURADAN LIQIDO,ALDEIDO,3.0,grupo químico
TANARON BR,TANINOS,3.0,princípio ativo
SAL DE ISOPROPILAMINA DE N-(PHOSPHONOMETHYL)GLYCINE (GLIFOSA,GLIFOSATO,3.0,princípio ativo
PRODUTOS AGRICOLAS,PROMETON,3.0,princípio ativo
KELLDRIN SC25,ALDRIN,3.0,princípio ativo
DICLOFENACO SODIO,DODINA,3.0,princípio ativo
KAOBIOL,ESBIOL,3.0,princípio ativo
VENENO RADAPE,CARTAPE,3.0,princípio ativo
CONFIDOR  E REDOMIU,METOMIL,3.0,princípio ativo
FURAZIN 310,ATRAZINA,3.0,princípio ativo
MANZOT,MANEBE,3.0,princípio ativo
ZAP  -  ZAPP QI,MCPA,3.0,princípio ativo
IMPACT MIX 1255 C,IPBC,3.0,princípio ativo
SECANTE INESPECIFICO,DECANOL,3.0,princípio ativo
MALATHIOR,MALATIONA,3.0,princípio ativo
PERIMFOS-METILICO,TERBUFOS,3.0,princípio ativo
HERBICIDA RANDAP,TERBACILA,3.0,princípio ativo
MOL CARBURAN,CARBARIL,3.0,princípio ativo
MENGRAN-40,METIRAM,3.0,princípio ativo
HERBICIDA CLASSE TOXICA I,DODINA,3.0,princípio ativo
FORACIN,FORATO,3.0,princípio ativo
VENENO PARA FORMIGA E BEBIDA ALCOOLICA,FOSFINA,3.0,princípio ativo
"U - 46 D FLUID 2,4D",FOXIM,3.0,princípio ativo
GANUTE + GRAMOXONE,MANEBE,3.0,princípio ativo
HERBICIDA 150 ML,TERBACILA,3.0,princípio ativo
PADRON AGROTOXICO,ALDRIN,3.0,princípio ativo
VENENO MATA TUDO TORDO,TIRAM,3.0,princípio ativo
AKB - KELTRIN,ALDRIN,3.0,princípio ativo
PENITE,PRIME,3.0,princípio ativo
IMPACT IMPACT,IPBC,3.0,princípio ativo
ORION 148,ETIONA,3.0,princípio ativo
PADRON R,ALDRIN,3.0,princípio ativo
TIONEX,ETIONA,3.0,princípio ativo
SECANTE,DECANOL,3.0,princípio ativo
DITHANE - M45,DIQUATE,3.0,princípio ativo
"REGENTE,FURADAN,COMIT",FOXIM,3.0,princípio ativo
BARRAGE (CARRAPATICIDA),CARTAPE,3.0,princípio ativo
PIRETRADI,PIRETROIDE,3.0,grupo químico
PIRIT,TIRAM,3.0,princípio ativo
TANICID (ECTOPARASITICIDA),TANINOS,3.0,princípio ativo
"SABRE DOW 0,0-DIETHYL 0-3,5,6-TRICHLORO-2-PYRIDYLPHOSPHOROTH",TRICLORFOM,3.0,princípio ativo
RISA,MSMA,3.0,princípio ativo
TEMPRID BAYER,MACEX,3.0,princípio ativo
BAMAGEM,BIXAFEM,3.0,princípio ativo
DELAN,DECANOL,3.0,princípio ativo
METRIFONATO(TRICLOFORME),TRICLORFOM,3.0,princípio ativo
ESPALHANTE - AGRAU,TIRAM,3.0,princípio ativo
RODOX MORTEIN,BORAX,3.0,princípio ativo
LECTINE,FENTINA,3.0,princípio ativo
FENOMENO,FENOGREGO,3.0,princípio ativo
TERRA - PLANTIO DE CAFE,TIRAM,3.0,princípio ativo
ORGFOSFORADO,ORGANOFOSFORADO,3.0,grupo químico
FURAN + REGENTE,TIRAM,3.0,princípio ativo
TEPOCONAZOLI CERTEIRO,TEBUCONAZOL,3.0,princípio ativo
TORDON - PO DA CHINA,DODINA,3.0,princípio ativo
HERBICIDA (TORDON),TERBACILA,3.0,princípio ativo
KARATE ZEON 50 CS,CARTAPE,3.0,princípio ativo
CLONAN,CETONA,3.0,grupo químico
NEXID,FOXIM,3.0,princípio ativo
SIALEX,MACEX,3.0,princípio ativo
MALATOL 500,MALATIONA,3.0,princípio ativo
DOME,MSMA,3.0,princípio ativo
LOMDDA,AMIDA,3.0,grupo químico
TEXAS,METAM,3.0,princípio ativo
VENDIC,ENDRIN,3.0,princípio ativo
ENDOSUFAR,ENDOSSULFAM,3.0,princípio ativo
CUMAFOS,CADUSAFOS,3.0,princípio ativo
ORIEN 80% WDQ,PRIME,3.0,princípio ativo
SODIUM HYDROGEN METHYLARSANATE,DODINA,3.0,princípio ativo
MADEMATO HERBICIDA,ACEFATO,3.0,princípio ativo
CLONATO,FORATO,3.0,princípio ativo
CIGAROL,PIRAZOL,3.0,grupo químico
AGROTOXICO DE BATATA,CAPTANA,3.0,princípio ativo
BOFO,BORAX,3.0,princípio ativo
GRAMASCANE HERBICIDA,TERBACILA,3.0,princípio ativo
DIAZIZA,DIAZINONA,3.0,princípio ativo
GILFOSATE,GLIFOSATO,3.0,princípio ativo
ACEPHATE + SILICATO DE ALUMINIO,ACEFATO,3.0,princípio ativo
"DIMETIL AMONIO 80,6%",FOSETIL,3.0,princípio ativo
AGROTOXICO LANNETE BR,MANEBE,3.0,princípio ativo
"CAPES,LANATA E NIDAS",TIRAM,3.0,princípio ativo
HS PRODUTO QUIMICO DE LIMPEZA,PROMETON,3.0,princípio ativo
MELATHION,MALATIONA,3.0,princípio ativo
"RONDAP,CONFIDOR,DITANE",DIQUATE,3.0,princípio ativo
KARATE MATAJA,CARTAPE,3.0,princípio ativo
24D HERBICIDA,TERBACILA,3.0,princípio ativo
ARTE,CARTAPE,3.0,princípio ativo
JOINT OIL DOMINUN,DODINA,3.0,princípio ativo
FATAK,METAM,3.0,princípio ativo
ROUNDUP - HERBICIDA,TERBACILA,3.0,princípio ativo
CACHACA,CAPTANA,3.0,princípio ativo
RANDAPE,CARTAPE,3.0,princípio ativo
PRODUTO AGRICOLA-(INALACAO),PROMETON,3.0,princípio ativo
LANATO,FORATO,3.0,princípio ativo
SUFATO DE AMONIA,ACEFATO,3.0,princípio ativo
LAVA,MSMA,3.0,princípio ativo
AGROTOXICO EM FRUTA,FORATO,3.0,princípio ativo
ROUNDUP COM CACHACA,CAPTANA,3.0,princípio ativo
AVAMEX,MACEX,3.0,princípio ativo
ADUBO PARA CULTURA DA LARANJA,CUELURE,3.0,princípio ativo
3T,EPTC,3.0,princípio ativo
CLORETO DE DIAQUIL DIMETIL AMONIO,FOSETIL,3.0,princípio ativo
ANTRAX,AMITRAZ,3.0,princípio ativo
LABDA-OY HALOTHRIN,AMIDA,3.0,grupo químico
INSETICIDA DE BARATA,BORAX,3.0,princípio ativo
MANGONESE,MANCOZEBE,3.0,princípio ativo
FETOX,METAM,3.0,princípio ativo
FURADOR,FORATO,3.0,princípio ativo
HERBECIDA (VENENO PARA RATO),FORATO,3.0,princípio ativo
LARVIN,ALDRIN,3.0,princípio ativo
VENENO PARA CAPIM,FOXIM,3.0,princípio ativo
"GRAMOTE,CRUZATE BR,DILVANE",DIQUATE,3.0,princípio ativo
TRACE,TIRAM,3.0,princípio ativo
TY,EPTC,3.0,princípio ativo
NICOTINA DA FOLHA VERDE DO FUMO,CINETINA,3.0,princípio ativo
NEXIDE,NALEDE,3.0,princípio ativo
ANTIDEPRESSIVO TRICICLICO,TRICICLAZOL,3.0,princípio ativo
THIDAN,TIRAM,3.0,princípio ativo
HERBICIDA,TERBACILA,3.0,princípio ativo
AGITOATO,FENTOATO,3.0,princípio ativo
RONDAP - SECANTE,DECANOL,3.0,princípio ativo
VEJA,METAM,3.0,princípio ativo
SAL DIMETILAMINA,DIMETENAMIDA,3.0,princípio ativo
POLIOXIEFILENO ALQUIL FENOL,DECANOL,3.0,princípio ativo
VITA,METAM,3.0,princípio ativo
INGEL PREMIUM,ZINEB,3.0,princípio ativo
ORGANOFORADO,ORGANOFOSFORADO,3.0,grupo químico
KARATE ZEON 50,CARTAPE,3.0,princípio ativo
MADALDRIN 400PM,ALDRIN,3.0,princípio ativo
RATICIDA GRANULADO,ANILIDA,3.0,grupo químico
T LAR,TIRAM,3.0,princípio ativo
DISSULFERAM,DISSULFOTOM,3.0,princípio ativo
CERTOX,MERFOS,3.0,princípio ativo
PIREDAN,PIRIDATO,3.0,princípio ativo
FOSFONOMETIL GLICINA,AVIGLICINA,3.0,princípio ativo
PREMIO DUPONT,PRIME,3.0,princípio ativo
ARATROC,PARATION,3.0,princípio ativo
GLIFOS- ROUNDUP,GLIFOSATO,3.0,princípio ativo
BARRAGE INCETICIDA,CARTAPE,3.0,princípio ativo
"2,4 DICHOROPHENOXY ACETIC ACID(2,4-0)806GIL(80,6%)",ACETATO,3.0,grupo químico
SULFADIAZIDA DE PRATA,FORATO,3.0,princípio ativo
DMA 86 BR- HERBICIDA,TERBACILA,3.0,princípio ativo
RANDAPE EM PO,CARTAPE,3.0,princípio ativo
VENENO RANDAPE,CARTAPE,3.0,princípio ativo
PIRULIN ALTERNE,NITRALIN,3.0,princípio ativo
CALCARIA GEOLOGICA,CARBARIL,3.0,princípio ativo
FORMIDRIM,SORDIDIM,3.0,princípio ativo
FOLIDO,FTALIDA,3.0,princípio ativo
VANDAPE (MOTOR MOTO),CARTAPE,3.0,princípio ativo
"1,4Q AMINA72",AMIDA,3.0,grupo químico
INSETICIDA SISTEMICA DE CONTATO E ENGESTAO,FORATO,3.0,princípio ativo
PENTACLOROFENATO DE SODIO,DODINA,3.0,princípio ativo
AMINOFOSFONADO ANALOGO,ALACLORO,3.0,princípio ativo
VENENO PARA FORMIGA,FOSFINA,3.0,princípio ativo
SIC,MSMA,3.0,princípio ativo
THIOPHANATE METILICO,ETILENO,3.0,grupo químico
OPERA NOMOLTI ENGIL,ESBIOL,3.0,princípio ativo
MALATOU,MALATIONA,3.0,princípio ativo
DEROSOL,DECANOL,3.0,princípio ativo
RANTAP (MATA MATO),CARTAPE,3.0,princípio ativo
ENJO,EPTC,3.0,princípio ativo
ALBENDAZOL,TIABENDAZOL,3.0,princípio ativo
LANCER 750 SP,MACEX,3.0,princípio ativo
FURADON/INSETICIDA,FLURIDONA,3.0,princípio ativo
QBOA,MSMA,3.0,princípio ativo
DIANIZON,DIAZINONA,3.0,princípio ativo
ANDAP,AMIDA,3.0,grupo químico
ABOMECTIM,ABAMECTINA,3.0,princípio ativo
AGROTOXICO PARA PLANTA E FORMIGA,FOSFINA,3.0,princípio ativo
INSET STRAN,TIRAM,3.0,princípio ativo
TINNER,ZINEB,3.0,princípio ativo
ORGANO FOSFORICO BASE,FORATO,3.0,princípio ativo
VOLCANE (MATA MATO),METAM,3.0,princípio ativo
SBT,MSMA,3.0,princípio ativo
AGROTOXICO DE BANANA,CAPTANA,3.0,princípio ativo
PENTHION,FENTIONA,3.0,princípio ativo
CARAMBA 90,DICAMBA,3.0,princípio ativo
STRICNINA,TRIAZINA,3.0,grupo químico
SIBITRIN,SUMITRINA,3.0,princípio ativo
SAL DE DIMETILAMINA,DIMETENAMIDA,3.0,princípio ativo
MURFAM,METAM,3.0,princípio ativo
COMARINHO,CUMARINICO,3.0,grupo químico
PSICO,PRIME,3.0,princípio ativo
VENENO PARA RATOS E BARATAS,FORATO,3.0,princípio ativo
FOLHA VERDE TABACO,FOXIM,3.0,princípio ativo
CODAMIM,OXAMIL,3.0,princípio ativo
ZETAMOX,ETANOL,3.0,princípio ativo
"COMPOSICAO:2-[2-CLORO-4-(METHYLSULFONYL)-3-[(2,2,2-TRIFLUOR",ALACLORO,3.0,princípio ativo
SEMENTE DE MILHOS HIBRIDOS,MERFOS,3.0,princípio ativo
GALOPE,NALEDE,3.0,princípio ativo
ROUND UP HERBICIDA,TERBACILA,3.0,princípio ativo
DIAZENOL,DIAZINONA,3.0,princípio ativo
ETHREL,ETANOL,3.0,princípio ativo
FUNGICIDA(NAO SOUBE RELATAR O NOME DO MESMO),MSMA,3.0,princípio ativo
HERBICIDA 2.4 D,TERBACILA,3.0,princípio ativo
NUFOS 480 EC,MERFOS,3.0,princípio ativo
PADRON (TOCO),ALDRIN,3.0,princípio ativo
AMINOL 80G,ETANOL,3.0,princípio ativo
METHOMEX 215 SL,METOMIL,3.0,princípio ativo
FLUCILINA,FLURIDONA,3.0,princípio ativo
CEATOX,ACEFATO,3.0,princípio ativo
"DITAME,ORTOCID,TAMARAO",DIQUATE,3.0,princípio ativo
"2,4-D- DIMETILAMINA 480G/L",DIMETENAMIDA,3.0,princípio ativo
TORDY,TIRAM,3.0,princípio ativo
DROGA ILICITA,UREIA,3.0,grupo químico
"AMISTAR WG,CANTUS,NOSPILAN",AMITRAZ,3.0,princípio ativo
BIOMINO,TIAMINA,3.0,princípio ativo
LARAGUAT,PARAQUATE,3.0,princípio ativo
TNA,MSMA,3.0,princípio ativo
PIRIMIPHOS-METHYL,METAM,3.0,princípio ativo
ALIFATICO HIDROGENADO,ALIFATICO HALOGENADO,3.0,grupo químico
OLERON,ALDRIN,3.0,princípio ativo
JARDINAGEM AMADORA,AMIDA,3.0,grupo químico
VENENO DE FRUTA,FORATO,3.0,princípio ativo
VENENO USO RURAL,TIRAM,3.0,princípio ativo
OMITI,AMIDA,3.0,grupo químico
INIBIDOR DE ACETIL COLINESTERACE,FOSETIL,3.0,princípio ativo
AQUITANA,QUINONA,3.0,grupo químico
ASSIT MADEMATO,ACEFATO,3.0,princípio ativo
CARBONO-FOSFORO,CARBOXINA,3.0,princípio ativo
CARBORAN  350 SC,CARBOXINA,3.0,princípio ativo
BANAGE,MANEBE,3.0,princípio ativo
DICOFOL,DECANOL,3.0,princípio ativo
SUMO,MSMA,3.0,princípio ativo
CLORETO DE COBRE,OXICLORETO DE COBRE,3.0,princípio ativo
CYPTRN 250 EC,CAPTANA,3.0,princípio ativo
JIMO,MSMA,3.0,princípio ativo
CAROCO DE MAMONA,MSMA,3.0,princípio ativo
LANADO,LINDANO,3.0,princípio ativo
COLOSO(SIC),MSMA,3.0,princípio ativo
IMPATE,DIQUATE,3.0,princípio ativo
FICAN,TIRAM,3.0,princípio ativo
AGUA SANITARIA - PINHO SOL,ZINEB,3.0,princípio ativo
FURADON E IMPACTO,FLURIDONA,3.0,princípio ativo
FURATAR,FORATO,3.0,princípio ativo
ARTI,EPTC,3.0,princípio ativo
ADULBO QUIMICO,ASULAM,3.0,princípio ativo
LANCER 750 (INSETICIDA),MACEX,3.0,princípio ativo
PRODUTO USADO NO FUMO,PROMETON,3.0,princípio ativo
DELURI,CUELURE,3.0,princípio ativo
RATICIDA  -  NAO ESPECIFICADO,ANILIDA,3.0,grupo químico
DITHANE NT,DIQUATE,3.0,princípio ativo
GALIL,OXAMIL,3.0,princípio ativo
BIPIRIDITOS,BIPIRIDILIO,3.0,grupo químico
HALOXIFOPE - R ESTER METILICO,EPTC,3.0,princípio ativo
HERBICIDA NAO DETERMINADO,TERBACILA,3.0,princípio ativo
SELECTA MF RURAL,TIRAM,3.0,princípio ativo
INSETICIDA PAR AMATAR PULGAO,AMITRAZ,3.0,princípio ativo
VENENO PARA MOSCAS,MSMA,3.0,princípio ativo
HAMDAP BARRAGE,CARTAPE,3.0,princípio ativo
TENTO 867 CS,EPTC,3.0,princípio ativo
XANTEX,MACEX,3.0,princípio ativo
CICLOHEXENONA,CICLOHEXADIONA,3.0,grupo químico
PRODUTO DE LAVOURA,PROMETON,3.0,princípio ativo
TAMARON-NAO CERTEZA,CETONA,3.0,grupo químico
CARAT,CARTAPE,3.0,princípio ativo
GLICINA C3 H8 N05 P,AVIGLICINA,3.0,princípio ativo
VENENO PRA MOSCAS,MSMA,3.0,princípio ativo
TORDO,TIRAM,3.0,princípio ativo
SAL DIMETICAMINA,DIMETENAMIDA,3.0,princípio ativo
HEXAZINOVIC,HEXAZINONA,3.0,princípio ativo
NICOTINA,CINETINA,3.0,princípio ativo
HEMBICIDOR RANDAPE,CARTAPE,3.0,princípio ativo
ISCANIL,DECANOL,3.0,princípio ativo
ART%,EPTC,3.0,princípio ativo
"ROTULO DANIFICADO,NAO FACILITA LEITURA",ANILIDA,3.0,grupo químico
TOGAR+OLEO,TIRAM,3.0,princípio ativo
IODOSULFURON - METHYL,METAM,3.0,princípio ativo
SIMATE,DIQUATE,3.0,princípio ativo
TEBUCO(NORTOX),BORAX,3.0,princípio ativo
CALDA DE PULVERIZACAO,FTALIDA,3.0,princípio ativo
AGROTOXICO PARA MOSCAS,MSMA,3.0,princípio ativo
S/N,MSMA,3.0,princípio ativo
KAUTRIN,ALDRIN,3.0,princípio ativo
AMINOACIDO GLICINA,AVIGLICINA,3.0,princípio ativo
BROMATO,BROMOFOS,3.0,princípio ativo
2.4 D,"2,4 - D",3.0,princípio ativo
PIRAT%,TIRAM,3.0,princípio ativo
CLORO ETIL ISOPROPIL,ALACLORO,3.0,princípio ativo
BARRAJE,CARTAPE,3.0,princípio ativo
MUCH,MSMA,3.0,princípio ativo
PETACLOROFENATO DO SODIO,DODINA,3.0,princípio ativo
CORPRAN,CLORPROFAN,3.0,princípio ativo
TENEKE,MANEBE,3.0,princípio ativo
BEBIDA DESTILADA,AMIDA,3.0,grupo químico
LORBAN,BORAX,3.0,princípio ativo
PIRETINOIDES,PIRETROIDE,3.0,grupo químico
FERTILIZANTE PLIAR,PRIME,3.0,princípio ativo
"CAPES,LANATE E NIDAS",TIRAM,3.0,princípio ativo
