nome_ms,prod_mais_similar,dist_lev,ingrediente,tipo
MANUSEIO FUMO,SUMO,1.0,"2,4 - D",princípio ativo
D-46,DUO,3.0,DIUROM,princípio ativo
SERTRALENA,GESAMENA,5.0,AMETRINA,princípio ativo
RECRONE,AIRONE,3.0,HIDROXIDO DE COBRE,princípio ativo
DELTOMETRINO,DELTA TECNICO,6.0,DELTAMETRINA,princípio ativo
DOMIS,TAMIZ,3.0,AZOXISTROBINA,princípio ativo
PHANTER,PAICER,3.0,NICOSULFUROM,princípio ativo
AKITARA,AVATAR,3.0,INDOXACARBE,princípio ativo
GARDEN INSECT,INSECT,0.0,METARHIZIUM ANISOPLIAE,princípio ativo
LORSLAN,LOUSAL,3.0,TEBUCONAZOL,princípio ativo
N PHOSPHONOMETHYL GLICINE,GLINT,3.0,HALOXIFOPE-P-METILICO,princípio ativo
NUFOS,DAVOS,3.0,LAMBDA-CIALOTRINA,princípio ativo
KRAFT,GRANT,2.0,"2,4 - D",princípio ativo
EMPATI,ESPADA,3.0,NICOSULFURON,princípio ativo
ZOLPIDEM 10 MG,TOPINAM,4.0,TRICLOPIR-BUTOTILICO,princípio ativo
GARLAN,TARZAN,2.0,METSUFURON-METILICO,princípio ativo
OLEO DISIEL,MISSIL,3.0,HALOXIFOPE-P-METILICO,princípio ativo
TEXA,TEBAS,2.0,TEBUCONAZOL,princípio ativo
VERTMEK,VERTER,2.0,SULFOXAFLOR,princípio ativo
"1,1-DIMETIL 4,4-BIPIRIDONA- DICLORETO",PICLORAM,4.0,PICLORAM,princípio ativo
AGRITOLADO,AGRILIST,5.0,"2,4 - D",princípio ativo
ACTELLIC 500,HOLLIC,4.0,METIRAM,princípio ativo
CLEFOXYDIM,GLIFOXIN,5.0,GLIFOSATO,princípio ativo
GRAMADSON,GAMATION,3.0,MALATIONA,princípio ativo
GLICAFOSO,GLIFOSAL,4.0,GLIFOSATO,princípio ativo
DISPARO,DISPARO,0.0,"PICLORAM,SAL DIMETILAMINA+2,4 - D SAL DIMETILAMINA",princípio ativo
TRIATOX,KRATON,3.0,LUFENUROM,princípio ativo
GROMIZAP,TROIA,4.0,MANCOZEBE,princípio ativo
BENZODIOZEPINA,BIO LOBESIA,8.0,FEROMONIO SINTETICO,princípio ativo
TIODON,TIMON,2.0,IMIDACLOPRIDO,princípio ativo
BRIMEPLUS,PRISMA PLUS,4.0,DIFENOCONAZOL,princípio ativo
OITHENE,OCTANE,3.0,TRICHODERMA HARZIANUM,princípio ativo
INIBIDOR DE ACETILADINESTEROSE,DEZ,1.0,"2,4 - D",princípio ativo
LITIO,PIREO,3.0,LUFENUROM,princípio ativo
ANDREQ,ANDRIL,2.0,BACILLUS FIRMUS,princípio ativo
AMINOL(DMA),DUO,2.0,DIUROM,princípio ativo
TIME TOXAN,GOPAN,2.0,DIQUATE,princípio ativo
ADUBO FOLHAGEM,DUO,2.0,DIUROM,princípio ativo
"DUOENER,HIPIDEAGER,MUREVEL",GREENER,3.0,METRIBUZIM,princípio ativo
GRAMOXON 200,KRATON,4.0,LUFENUROM,princípio ativo
IARVIN,AUIN,3.0,BEAUVERIA BASSIANA,princípio ativo
ENDISSULFAN,ENLIST SOLO,7.0,"2,4 - D",princípio ativo
LAMATT,DAMAST,2.0,AZOXISTROBINA,princípio ativo
TRACTO TORGA,SORBA,2.0,LUFENUROM,princípio ativo
DANTON,DAYTONA,2.0,TRICHODERMA HARZIANUM,princípio ativo
GLICOSOFATO,GLIFOSAL,5.0,GLIFOSATO,princípio ativo
"HEXACLORO 1,4,5,6,7",HEXAFORT,3.0,HEXAZINONE,princípio ativo
DMA 806 BR,ZURA 806 SL,5.0,"2,4 - D",princípio ativo
NUFOSATO,FUSAO,4.0,METOMINOSTROBINA,princípio ativo
TROINO,TROIA,2.0,MANCOZEBE,princípio ativo
RONDOPE,FONTOP,3.0,FLUASIFOPE-P-BUTILICO,princípio ativo
TUCH,TOCO,2.0,PICLORAM,princípio ativo
BOURAL + INFINITO,INFINITO ,1.0,CLORIDRATO DE PROPAMOCARB+FLUOPICOLIDE,princípio ativo
PRODUTO DE BANHAR POCAN,DEZ,1.0,"2,4 - D",princípio ativo
TORPED,TORERO,3.0,MANCOZEBE,princípio ativo
CARBAMAZEPINA 200MG,YANG,4.0,ACETAMIPRIDO,princípio ativo
ORION 148,BRION,1.0,"2,4 - D",princípio ativo
FLOMESAFEN,LOUSAL,6.0,TEBUCONAZOL,princípio ativo
GRAMACHONE 200,GAMATION,4.0,MALATIONA,princípio ativo
KESHET,HELMET,3.0,FLUTOLANIL,princípio ativo
"NPK(NITROGENIO,FORFORA E POTASSIO)",PASTOR,5.0,"2,4 - D",princípio ativo
ANGINOFRUT,ABSOLUT,6.0,ACEFATO,princípio ativo
MANSATI,MAXSAN,3.0,DINOTEFURAM,princípio ativo
CYPTRIM 250,CENTRIC,3.0,TIAMETOXAM,princípio ativo
ACETILCOLINESTERASICO,PYMETROZINE TECNICO,11.0,PYMETROZINE,princípio ativo
RANNATE BR,DANIATO,3.0,ACEFATO,princípio ativo
ETRICOM,TRIVOR,3.0,ACETAMIPRIDO,princípio ativo
VERDADERO 60W 6,VERANEIO,3.0,BACULOVIRUS HANPV,princípio ativo
HIDROXIDO DE SODIO,DEZ,1.0,"2,4 - D",princípio ativo
ESTERES DO ACIDO GRAXO COM GLICEROL,DUO,1.0,DIUROM,princípio ativo
"FURASIM,REGENTE",PRESENCE,3.0,BACILLUS LICHENIFORMIS,princípio ativo
DIPOSAKI,BIOBACI,4.0,BACILLUS SUBTILIS,princípio ativo
PROPILENOGLICOL,PROLINE TECNICO,8.0,PROTICONAZOL,princípio ativo
FURADIN FLEXIN,FLEXIN ,1.0,FLUTRIAFOL,princípio ativo
EASY OFF,SWEEP OFF,5.0,"2,4 - D",princípio ativo
PRODUTO USADO EM BATATA,BATALHA,2.0,PICLORAM,princípio ativo
VANDAPE,VANTAJE,2.0,METARHIZIUM ANISOPLIAE,princípio ativo
"ALTOMIX 103,2",ALTIMA,3.0,FLUAZINAM,princípio ativo
ALSAUS,ASSARIS,3.0,METOMIL,princípio ativo
ENDOSUFAN,ENDURO,5.0,AMINOPIRALIDE,princípio ativo
FOSFATO METALICO,METABIO,2.0,METARHIZIUM ANISOPLIAE,princípio ativo
CONTROLE DE PLANTAS INFESTANTES,DEZ,1.0,"2,4 - D",princípio ativo
U6,DUO,2.0,DIUROM,princípio ativo
TALSTER. AQUITAR,AVATAR,3.0,INDOXACARBE,princípio ativo
TIOBEL,BIOBEV,2.0,BEAUVERIA BASSIANA,princípio ativo
FLUOXETINA E CARBOLITIO,COLISEO,5.0,ATRAZINA,princípio ativo
SECANTE + COLA,COPA,1.0,DIFLUBENZUROM,princípio ativo
PICHORAN,PICLORAM,2.0,PICLORAM,princípio ativo
CAFEINA CITRATO ORFENADRINA DIPIRONA MONOIDRATADA,CETRO,3.0,ACETATO DE DODECENILA,princípio ativo
DANIMEN 300 CE,DANIATO,3.0,ACEFATO,princípio ativo
GLIPOZAPE,GLIFOSAL,4.0,GLIFOSATO,princípio ativo
RADANT,ADANTE,2.0,TIAMETOXAM,princípio ativo
APEVITIM BC,EXPEDITION,5.0,SULFOXAFLOR,princípio ativo
SECANTE RITT,BEDANE,3.0,PIMETROZINA,princípio ativo
LIFOZATO,GLIFOSAL,4.0,GLIFOSATO,princípio ativo
GISOFATO,GRASSATO,4.0,GLIFOSATO,princípio ativo
CRANBERRY,GRANDEBR,4.0,CLOMAZONE,princípio ativo
LORSPAN,LOUSAL,3.0,TEBUCONAZOL,princípio ativo
COMITE,COLISEO,3.0,ATRAZINA,princípio ativo
ESTANDAC,STANDAK,2.0,PIRACLOSTROBINA+TIOFANATO METILICO+FIPRONIL,princípio ativo
SOLARA 500 NA,NAN,1.0,NAN,princípio ativo
SUFATO DE AMONIA,DEZ,1.0,"2,4 - D",princípio ativo
PRICORAN,PICLORAM,3.0,PICLORAM,princípio ativo
BAZUCA / ESPONSOR,SPONSOR ,2.0,CLORETO DE MEPIQUAT,princípio ativo
METYLARSONATO,METARFITO,6.0,METARHIZIUM ANISOPLIAE,princípio ativo
GARLON 4802 BR,VERLON,2.0,"2,4 - D",princípio ativo
PARACETOMOL,PRATICO,6.0,FLUTRIAFOL,princípio ativo
POLITRIN,POLYTRIN ,2.0,PROFENOFOS,princípio ativo
HERLEI,SENSEI,3.0,BUPROFEZINA,princípio ativo
BANEMA,ACETA,3.0,ACETAMIPRIDO,princípio ativo
SURADAN,SORBA,4.0,LUFENUROM,princípio ativo
DEXFORFENIRAMINA,EFORIA,10.0,TIAMETOXAM+LAMBDA-CIALOTRINA,princípio ativo
GLICOSADO,GLIFOSAL,3.0,GLIFOSATO,princípio ativo
IMPACTO 125 SC,IMPACT 125 SC,1.0,FLUTRIAFOL,princípio ativo
SALITRO,SALERO,2.0,MANCOZEBE,princípio ativo
CORPAN.,COMPASS,3.0,AMETRINA,princípio ativo
RUMER,LUGER,2.0,TIODICARBE,princípio ativo
ROUM DAP,LOUSAL,5.0,TEBUCONAZOL,princípio ativo
INSET STRAN,INSECT,1.0,METARHIZIUM ANISOPLIAE,princípio ativo
DOENCA DA FOLHA VERDE DO FUMO,DUO,1.0,DIUROM,princípio ativo
VALOPERIDOL,SALERO,6.0,MANCOZEBE,princípio ativo
COMPLY STERIGAGE,COMPASS,3.0,AMETRINA,princípio ativo
DESIS,DAVOS,3.0,LAMBDA-CIALOTRINA,princípio ativo
CONNEET,COICEBR,4.0,CLORPIRIFOS,princípio ativo
SANSAN HO,MAXSAN,2.0,DINOTEFURAM,princípio ativo
IBATOK,KRATON,3.0,LUFENUROM,princípio ativo
NUFLAN,NADRAN,3.0,CLORETO DE MEPIQUATE,princípio ativo
KARITE,AGILE,3.0,CLETODIM,princípio ativo
TIOMET,TIBET,2.0,FLUROXIPIR-MEPTILICO,princípio ativo
PHOSPHONOMETHY GLYCINE,GLINT,3.0,HALOXIFOPE-P-METILICO,princípio ativo
"CAREFUM,REDUTER  DE PH,TURBO",DEZ,1.0,"2,4 - D",princípio ativo
METRIFORIATO,METARFITO,5.0,METARHIZIUM ANISOPLIAE,princípio ativo
TORDE,LORD ,2.0,CLETODIN,princípio ativo
REMEDIO DE LAVOURA,DEZ,1.0,"2,4 - D",princípio ativo
CHEKKER OD,CLEANER,3.0,CLOROTALONIL,princípio ativo
RUMO WG,SUMO,1.0,"2,4 - D",princípio ativo
WAMAUTE - BP,DAMAST,3.0,AZOXISTROBINA,princípio ativo
IGEFEL,AGEFIX,3.0,OLEO MINERAL,princípio ativo
LOSTAN,LOST,2.0,TEBUCONAZOLE,princípio ativo
LANNADI,BANZAI,3.0,DIMETOMORFE,princípio ativo
POLYTRIM,POLYTRIN ,2.0,PROFENOFOS,princípio ativo
KELLMAT,HELMET,3.0,FLUTOLANIL,princípio ativo
ACIDO LICLOROFEXIA CETICO,CETRO,2.0,ACETATO DE DODECENILA,princípio ativo
FASNAC,FUSAO,3.0,METOMINOSTROBINA,princípio ativo
ASMARINCOS,ASSARIS,4.0,METOMIL,princípio ativo
ERA RATO,RAYO,1.0,GLIFOSATO,princípio ativo
CILDICARB,VELDARA,5.0,PIRACLOSTROBINA,princípio ativo
ATOLRAN 50 EC;BOLD;EXALT,BOLD,0.0,ACETAMIPRIDO,princípio ativo
"COBER VERMELHO,DIPEL,CEFANOL....",CLOSER,2.0,SULFOXAFLOR,princípio ativo
TENRIC,CENTRIC,2.0,TIAMETOXAM,princípio ativo
BENZOITURCIA,BENFORCE,6.0,BENFURACARBE,princípio ativo
LAVOURA PONKAN,LAVRA,2.0,"2,4 - D",princípio ativo
MESMO DO FUMO,DUO,1.0,DIUROM,princípio ativo
DESINFETANTE,SINFONE,6.0,MESOTRIONA,princípio ativo
MADICAMENTO,MAXIZATO,5.0,GLIFOSATO,princípio ativo
VERNO FG,VERLON,2.0,"2,4 - D",princípio ativo
AGRITOATO DMA806BR,AGRILIST,4.0,"2,4 - D",princípio ativo
GRIFOSFATO,GLIFOSAL,4.0,GLIFOSATO,princípio ativo
SUMILAX,LUMICA,3.0,MESOTRIONA,princípio ativo
MASTERMUNS 3 15 8,CARTARYS,6.0,CLORIDATO DE CARTAPE,princípio ativo
"MARXAN,DANATE",MAXSAN,2.0,DINOTEFURAM,princípio ativo
MARCHIO ESTART,STAFF,3.0,CLOMAZONA,princípio ativo
CLORIDRATO DE LINDOCAINA,DEZ,1.0,"2,4 - D",princípio ativo
MONCEREN SC,MONARIS,4.0,AZOXISTROBINA,princípio ativo
MANOCOZEP,SINFONE,6.0,MESOTRIONA,princípio ativo
VERDADEIRO,VERANEIO,3.0,BACULOVIRUS HANPV,princípio ativo
VULCANIA,VELDARA,4.0,PIRACLOSTROBINA,princípio ativo
KORPLAN,GOPAN,3.0,DIQUATE,princípio ativo
TOPP,COPA,2.0,DIFLUBENZUROM,princípio ativo
POQUER,POQUER ,1.0,CLETODIM,princípio ativo
AMINOPYRALID,PANORAMIC,7.0,PICLORAM,princípio ativo
LONNATO,DANIATO,3.0,ACEFATO,princípio ativo
ROCENDEYS ORIGINAL,OGIVA,4.0,GLIFOSATO,princípio ativo
VOLCANE EMILENIA,OCTANE,3.0,TRICHODERMA HARZIANUM,princípio ativo
COBRA AZUL,COPA,2.0,DIFLUBENZUROM,princípio ativo
PREMIGER,PRESTIGE,3.0,FLUROXIPIR-MEPTILICO,princípio ativo
AGROMA + FILOTON,TROIA,3.0,MANCOZEBE,princípio ativo
ORGANO FOSFLORADO,ARRANK,3.0,ACETAMIPRIDO,princípio ativo
N PHOSPHONAMETTY,PROSPECT,8.0,EPOXICONAZOL,princípio ativo
FUZIFLEX,RIFLE,4.0,FIPRONIL,princípio ativo
LORSBAN,SORBA,3.0,LUFENUROM,princípio ativo
PULVERIZENDO,SILVERADO,6.0,PICLORAM,princípio ativo
RAMIDAPI,TAMIZ,5.0,AZOXISTROBINA,princípio ativo
K-THINE,TINO,2.0,PROPICONAZOLE,princípio ativo
CYROMAZINE,FARMOZINE,4.0,ATRAZINA,princípio ativo
KALOP,DAVOS,3.0,LAMBDA-CIALOTRINA,princípio ativo
TRICON,CRICEN,2.0,METALAXIL-M,princípio ativo
CARAT,DART,2.0,TEFLUBENZUROM,princípio ativo
NUFARIM,CALARIS,4.0,MESOTRIONA,princípio ativo
GOE,GAME,2.0,LUFENURON,princípio ativo
GALIL,GALILEU,2.0,TETRACONAZOLE,princípio ativo
ROCKS,ROCKS,0.0,BIFENTRINA,princípio ativo
LAMBDA CIALOTINA,LAVRA,3.0,"2,4 - D",princípio ativo
TUCSON - NUFARM,TRUZON,3.0,CIPRODINIL,princípio ativo
OSTARIOL,STARON,3.0,CLORIMUROM-ETILICO,princípio ativo
ROVRAL,ROYAL,2.0,CRESOXIM-METILICO,princípio ativo
TORDOR,HODOR,2.0,MANCOZEBE,princípio ativo
CLORETO DE COBRE,DEZ,1.0,"2,4 - D",princípio ativo
REFORC,RECORD,2.0,CLORPIRIFOS,princípio ativo
CLORATALANILA,CALARIS,8.0,MESOTRIONA,princípio ativo
ZAPP Q1620,ZAPP QI 620,2.0,GLIFOSATO,princípio ativo
LONGACTIL,LOUSAL,5.0,TEBUCONAZOL,princípio ativo
ALBERON,OBERON,2.0,ESPIROMESIFENO,princípio ativo
K-OTHRINE SC 25,PROTONE,5.0,ACIDO ABSCISICO,princípio ativo
AQUITADA,AUDAZ,5.0,FLUXAPIROXADE,princípio ativo
FOROZIN,FARMOZINE,3.0,ATRAZINA,princípio ativo
RINEQUICAPIR,INVICT,8.0,AZOXISTROBINA,princípio ativo
WG E PREMIX,PREMIO,1.0,FLUTRIAFOL,princípio ativo
DITAME AMISTAR FOUMIDE,OCTANE,3.0,TRICHODERMA HARZIANUM,princípio ativo
INIBIDOR DE CALINESTERASE,DEZ,1.0,"2,4 - D",princípio ativo
CCA-OXIDO,ZARDO,3.0,"2,4 - D",princípio ativo
LARVIN 350 RPA,LAVRA,3.0,"2,4 - D",princípio ativo
PEMIK,PREMIO,2.0,FLUTRIAFOL,princípio ativo
MATCH,SWITCH,3.0,CYPRODINIL,princípio ativo
TANATO,DANIATO,2.0,ACEFATO,princípio ativo
IMISEPE,MISSIL,4.0,HALOXIFOPE-P-METILICO,princípio ativo
CERCONIL,CERCONIL,0.0,TIOFANATO METILICO,princípio ativo
DARDON,ZARDO,2.0,"2,4 - D",princípio ativo
PINK,TINO,2.0,PROPICONAZOLE,princípio ativo
GARLON,VERLON,2.0,"2,4 - D",princípio ativo
TERKAUS,TEBAS,3.0,TEBUCONAZOL,princípio ativo
SODIUM HYDROGEN METHYLORSONETE,FYSIUM,3.0,METILCICLOPROPENO,princípio ativo
POTENTE,POTTENTE,1.0,BENFURACARBE,princípio ativo
CITROMAX,TROIA,4.0,MANCOZEBE,princípio ativo
DRAMOXONE,HELMOXONE,3.0,PARAQUATE,princípio ativo
EGEO PLINO,GLINT,2.0,HALOXIFOPE-P-METILICO,princípio ativo
"DIETHYL,TRICHOLARO,PYRIDYL,PHOSPHOROTHIOATE",PRIDE,3.0,GLIFOSATO,princípio ativo
MAXI CID,MAGIC,4.0,IPRODIONA,princípio ativo
DNA PRENIUM,TRIDIUM,3.0,AZOXISTROBINA,princípio ativo
FCAISAM,FYSIUM,4.0,METILCICLOPROPENO,princípio ativo
ANGEL PLENO,ILEVO,2.0,FLUOPIRAM,princípio ativo
BETACYFLUTRIN,ELATUS TRIO,8.0,AZOXISTROBINA,princípio ativo
BATISTAO,DANIATO,4.0,ACEFATO,princípio ativo
IODOSULFURON - METHYL,METRY,2.0,METRIBUZIM,princípio ativo
REGENETE 20 GR,GREENER,4.0,METRIBUZIM,princípio ativo
MUSERAN,BLERAN,3.0,DIQUATE,princípio ativo
TILT,TIBET,2.0,FLUROXIPIR-MEPTILICO,princípio ativo
HIDROXIDO DE COBRE 538 G/KG,DEZ,1.0,"2,4 - D",princípio ativo
AREITRAZ,ACETA,4.0,ACETAMIPRIDO,princípio ativo
TRICLORFONE 97 GRAMAS,DAMAST,3.0,AZOXISTROBINA,princípio ativo
THIOPHANATE METHYL,METRY,2.0,METRIBUZIM,princípio ativo
BACILLUS SUBTILIS LINHAGEM QST 713,NILLUS,3.0,CLOROTALONIL,princípio ativo
"BRODIFACON 0,005%",ADIFAC,5.0,BENTAZONA,princípio ativo
2 -4 D,EXOR ,5.0,SULFOXAFLOR,princípio ativo
TENUK,TECNUP,2.0,GLIFOSATO,princípio ativo
HERBICITA GLIZ,HERBZINA,3.0,ATRAZINA,princípio ativo
CLIMAX - REMEDIO DE LOMBO,DEZ,1.0,"2,4 - D",princípio ativo
SAL DE AMONIO,DEZ,1.0,"2,4 - D",princípio ativo
ARSENIO,ARREIO,2.0,FLUROXIPIR-MEPTILICO,princípio ativo
ORTENHA,POTENZA,3.0,ABAMECTINA,princípio ativo
VANDAPI,VANTAJE,3.0,METARHIZIUM ANISOPLIAE,princípio ativo
D.N.A,DINNO,3.0,DINOTEFURAM,princípio ativo
VULKARO VELPA 1% GRANITO,VOLPE,2.0,DIUROM,princípio ativo
NPK QUIMIFOL,VIVIFUL,4.0,PROHEXADIONE,princípio ativo
DECIS 200 SC,DECISIVE,3.0,GLIFOSATO,princípio ativo
GRENO,GRIFO,2.0,NICOSSULFURON,princípio ativo
CIPRITIM,CRICEN,5.0,METALAXIL-M,princípio ativo
LAVATAR,AVATAR,1.0,INDOXACARBE,princípio ativo
PREMIO DUPONT,PREMIO,0.0,FLUTRIAFOL,princípio ativo
N-FOSFONOMETIL- GLICINA,GLINT,3.0,HALOXIFOPE-P-METILICO,princípio ativo
XANTEX,SANVEX,2.0,"2,4 - D",princípio ativo
CADRON,NADRAN,2.0,CLORETO DE MEPIQUATE,princípio ativo
DECECANTE,DELEGATE,3.0,SPINETORAM,princípio ativo
TOP,COPA,2.0,DIFLUBENZUROM,princípio ativo
HEXAZINA,HERBZINA,2.0,ATRAZINA,princípio ativo
HIDROXICUMARINAS,HOROS SUPRA,10.0,PICOXISTROBINA,princípio ativo
LARAK,LAVRA,2.0,"2,4 - D",princípio ativo
POLIBRIN,POLYTRIN ,3.0,PROFENOFOS,princípio ativo
DEMAX 100,NEMAT,2.0,PAECILOMYCES LILANUS,princípio ativo
OSMOTOX PLUS,SECTOR,4.0,TRICLOPIR BUTOTILICO,princípio ativo
DEDEVAP CE50,BENEVIA,4.0,CIANTRANILIPROLE,princípio ativo
TRICLOFORME,RINCOFOROL,5.0,RINCOFOROL,princípio ativo
PO 50,PONTO,3.0,NOVALUROM,princípio ativo
ADUBOS,DAVOS,3.0,LAMBDA-CIALOTRINA,princípio ativo
S/N,NAN,2.0,NAN,princípio ativo
RISOMASC,RIZOS,4.0,BACILLUS SUBTILIS,princípio ativo
DITHASE,FAITH SP,4.0,ACEFATO,princípio ativo
LANNARTE BR,DANIATO,4.0,ACEFATO,princípio ativo
SACOBIM,ALIBI,4.0,AZOXISTROBINA,princípio ativo
LANZAR,BANZAI,2.0,DIMETOMORFE,princípio ativo
TORGON,OREGON,2.0,NOVALUROM,princípio ativo
FLUORADOL,FUORO,4.0,LUFENUROM,princípio ativo
DU PONT CLASSIC,DUO,1.0,DIUROM,princípio ativo
FUSILADE,FUSAO,4.0,METOMINOSTROBINA,princípio ativo
OXADIAZOL,GLADIADOR,4.0,METHAMIDOPHOS,princípio ativo
FUSILADE 125,FUSAO,4.0,METOMINOSTROBINA,princípio ativo
ABAMECTIM,ABAMEX BR,4.0,ABAMECTIN,princípio ativo
DIMAX 480 SC,DIMAX 480 SC,0.0,DIFLUBENZUROM,princípio ativo
ZAT,UZAT,1.0,AZOXISTROBINA,princípio ativo
FUMO,SUMO,1.0,"2,4 - D",princípio ativo
KOTEK,YOVEL,3.0,ACETAMIPRIDO,princípio ativo
KLAPP,FLAMA,3.0,FLUTRIAFOL,princípio ativo
NORTAN,NORTON,1.0,"SAL TRIETANOLAMINADE 2,4 - D+SAL DE TRIETANOLAMINA DE PICLORAM",princípio ativo
ALCICARB,ALICERCE,4.0,MANCOZEBE,princípio ativo
MUPILOW,MUNEO,4.0,ALFAS-CIPERMETRINA,princípio ativo
FOSFORO,FUORO,3.0,LUFENUROM,princípio ativo
PROGIB,PROFIX,2.0,BACILLUS SUBTILIS,princípio ativo
ALQUIL FENOL POLIGLICOLETER,FONTOP,3.0,FLUASIFOPE-P-BUTILICO,princípio ativo
CARBURETO DE CALCIO,DEZ,1.0,"2,4 - D",princípio ativo
"CONETRA ,OBEROM ,GEOPRENE",OBERON,1.0,ESPIROMESIFENO,princípio ativo
CALTRIN,CALARIS,2.0,MESOTRIONA,princípio ativo
AREINHA,ARENA ,3.0,"2,4 - D",princípio ativo
HEMIFUMARATO DE QUETIAPINA,DEZ,1.0,"2,4 - D",princípio ativo
FURODAN,BURON,3.0,FLUTRIAFOL,princípio ativo
ESTART,STAFF,3.0,CLOMAZONA,princípio ativo
GLUCOFISIONATO DE AMONIA,DEZ,1.0,"2,4 - D",princípio ativo
CIPREMETINA,FIRMEZA,6.0,TIOFANATO-METILICO,princípio ativo
CLARPAM,CALARIS,4.0,MESOTRIONA,princípio ativo
UNITRATO,DANIATO,4.0,ACEFATO,princípio ativo
PLENUN,BLERAN,3.0,DIQUATE,princípio ativo
"TOP,NIMBRIS",CALARIS,4.0,MESOTRIONA,princípio ativo
CREMESONI,CRICEN,5.0,METALAXIL-M,princípio ativo
GRAMAXIL,ROTAXIL ,4.0,PROCIMIDONA,princípio ativo
(RS)-5-ETHYL-2-(4-ISOPROPYL)-4-METHYL-5-OXO-2-IMIDOZOLIN,METRY,2.0,METRIBUZIM,princípio ativo
"DIETEL,IZOPROPIL,PIRIMIDIL TIAFOSFATO",BITELO,3.0,"2,4 - D",princípio ativo
VETANCIT,VERANEIO,3.0,BACULOVIRUS HANPV,princípio ativo
DAPKI- KARATE - CLASSIC,DAVOS,3.0,LAMBDA-CIALOTRINA,princípio ativo
TEBUFORTE,EFFORT,4.0,AZOXISTROBINA,princípio ativo
SECANTE,BEDANE,3.0,PIMETROZINA,princípio ativo
DIOXIDO DE CARBONO,DEZ,1.0,"2,4 - D",princípio ativo
K7,DUO,3.0,DIUROM,princípio ativo
ERTSID,ARTOIL,3.0,OLEO VEGETAL,princípio ativo
BULLDOCK,BOLERO,5.0,MANCOZEBE,princípio ativo
KANTOS,DAVOS,3.0,LAMBDA-CIALOTRINA,princípio ativo
PSICO,PRIMO,2.0,AZOXISTROBINA,princípio ativo
PICOXYSTRO BIN,COLISEO,6.0,ATRAZINA,princípio ativo
FLUIDO FRETILIZANTE ORGAMIVENAL,FUORO,3.0,LUFENUROM,princípio ativo
MELATION,MELTAN,3.0,FLUTRIAFOL,princípio ativo
BANAGE,YANG,3.0,ACETAMIPRIDO,princípio ativo
PROFOL,PROFIX,2.0,BACILLUS SUBTILIS,princípio ativo
ATABRON 50 EC,STARON,2.0,CLORIMUROM-ETILICO,princípio ativo
ACARICIDA ACRINATHRIN,ACARAMIK ,4.0,ABAMECTINA,princípio ativo
GLISOFATO,GLIFOSAL,4.0,GLIFOSATO,princípio ativo
TOUCHDOWN,QUATDOWN,4.0,PARAQUAT,princípio ativo
TALSITAN,TALISMAN,3.0,BIFENTRINA,princípio ativo
ARYANOCLORADA,GRANADA,7.0,BEAUVERIA BASSIANA,princípio ativo
FAIXA AZUL MEDIA E ALTA TOXIDADE,FAITH,2.0,ACEFATO,princípio ativo
SOLUCAO CONCENTRADA LIFOSFATO,SORBA,4.0,LUFENUROM,princípio ativo
DESCECANTE,DELEGATE,4.0,SPINETORAM,princípio ativo
CARBOTOP,ARBORO,3.0,SAFLUFENACIL,princípio ativo
NITROCAN,NIPPON,4.0,NICOSSULFUROM,princípio ativo
COPLAN,GOPAN,2.0,DIQUATE,princípio ativo
ACTELLIC 500 CE,HOLLIC,4.0,METIRAM,princípio ativo
CROPVIT,PROFIT,3.0,CLOMAZONA,princípio ativo
"CAPATAZ,CERCOBIM",CERCONIL,2.0,TIOFANATO METILICO,princípio ativo
BRAZILEIRINHO,PRAMILHO,7.0,NICOSULFURON,princípio ativo
TORTON,NORTON,1.0,"SAL TRIETANOLAMINADE 2,4 - D+SAL DE TRIETANOLAMINA DE PICLORAM",princípio ativo
FULAND,FUSAO,3.0,METOMINOSTROBINA,princípio ativo
OPERA,OPALA,2.0,METARHIZIUM ANISOPLIAE,princípio ativo
PRINCIPIO ATIVO: 60% DE OXIDO DE CALCIO E; 30% DE OXIDO DE M,DEZ,1.0,"2,4 - D",princípio ativo
PASTAQUI,PASTOR,4.0,"2,4 - D",princípio ativo
QUALIFIX,CULTIFIX,3.0,IMAZAPIQUE,princípio ativo
BASTISTON,BAVISTIN ,4.0,CARBENDAZIM,princípio ativo
FUIDON,FUORO,3.0,LUFENUROM,princípio ativo
CRONNOS,CRONNOS OD,3.0,PICOXISTROBINA,princípio ativo
TOMARX,TORERO,3.0,MANCOZEBE,princípio ativo
BASUCA,MASUMO,3.0,LAMBDA-CIALOTRINA,princípio ativo
PICUS,PICUS ,1.0,IMIDACLOPRIDO,princípio ativo
GARLLON,VERLON,3.0,"2,4 - D",princípio ativo
GRAMICIL 100ML,YOVEL,4.0,ACETAMIPRIDO,princípio ativo
ACIDO PROPIONICO,ZARDO,3.0,"2,4 - D",princípio ativo
POSTO SUL,PONTO,1.0,NOVALUROM,princípio ativo
MUSCULARE,DECLARE,4.0,PARATHION-METHYL,princípio ativo
PADRON E TOGAR,COUGAR,2.0,PIRIPROXIFENO,princípio ativo
CLOROBENZIL,CERCONIL,6.0,TIOFANATO METILICO,princípio ativo
ICARUS,ACRUX,3.0,PACLOBUTRAZOL,princípio ativo
TAUSTAR,CASTOR,3.0,FIPRONIL,princípio ativo
